"freq"	"prev"	"p.freq"	"p.prev"	"p"	"contaminant"
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;__"	0.000500526891976918	144	NA	0.424031665978293	0.424031665978293	FALSE
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__"	4.56544630278197e-09	1	NA	NA	NA	FALSE
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Aeribacillus"	0.000220932970024221	97	NA	0.97220380792408	0.97220380792408	FALSE
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Bacillus"	1.24055994729611e-05	13	NA	0.450406684501871	0.450406684501871	FALSE
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Chryseomicrobium"	1.03061151776097e-06	1	NA	NA	NA	FALSE
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Lysinibacillus"	3.57737258288348e-06	3	NA	0.113498968522808	0.113498968522808	FALSE
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Planomicrobium"	1.26382741907042e-05	4	NA	0.635330828733136	0.635330828733136	FALSE
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Rummeliibacillus"	9.14852902879707e-06	4	NA	0.635330828733136	0.635330828733136	FALSE
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Solibacillus"	5.82033904261587e-05	7	NA	0.712335303994509	0.712335303994509	FALSE
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Sporosarcina"	0.00177375589451929	212	NA	0.171722674416231	0.171722674416231	FALSE
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Ureibacillus"	2.28448197086829e-06	1	NA	NA	NA	FALSE
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Sporolactobacillaceae;g__Bacillus"	6.14578193115336e-06	5	NA	0.663037536717657	0.663037536717657	FALSE
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Sporolactobacillaceae;g__Sporolactobacillus"	2.44116148842263e-06	4	NA	0.635330828733136	0.635330828733136	FALSE
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;__"	4.65494690860519e-07	4	NA	0.635330828733136	0.635330828733136	FALSE
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Jeotgalicoccus"	1.81867536971485e-05	13	NA	0.821219249543494	0.821219249543494	FALSE
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Macrococcus"	7.76504393101089e-07	3	NA	0.605364056955314	0.605364056955314	FALSE
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Salinicoccus"	1.36809777070423e-06	3	NA	0.605364056955314	0.605364056955314	FALSE
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus"	0.257977682308653	1728	NA	1	1	FALSE
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Thermoactinomycetaceae;__"	6.77866488437225e-08	1	NA	NA	NA	FALSE
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Thermoactinomycetaceae;g__"	1.96702333777031e-05	5	NA	0.663037536717657	0.663037536717657	FALSE
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Thermoactinomycetaceae;g__Desmospora"	1.73098294534216e-08	1	NA	NA	NA	FALSE
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Thermoactinomycetaceae;g__Planifilum"	1.66402054120205e-08	1	NA	NA	NA	FALSE
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Thermoactinomycetaceae;g__Thermoactinomyces"	2.49593742158825e-06	6	NA	0.688653464613911	0.688653464613911	FALSE
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__[Exiguobacteraceae];g__"	4.72523896971373e-06	7	NA	0.712335303994509	0.712335303994509	FALSE
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__[Exiguobacteraceae];g__Exiguobacterium"	4.52178023531599e-06	8	NA	0.734228084440366	0.734228084440366	FALSE
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__[Thermicanaceae];g__Bacillus"	1.32339861335842e-05	14	NA	0.834871232733884	0.834871232733884	FALSE
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__[Thermicanaceae];g__Thermicanus"	2.44262127572001e-05	8	NA	0.293313925313874	0.293313925313874	FALSE
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Gemellales;f__;g__"	1.7128792117095e-05	4	NA	0.150794570354987	0.150794570354987	FALSE
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Gemellales;f__Gemellaceae;__"	0.0137430541057744	745	NA	0.999998712888138	0.999998712888138	FALSE
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Gemellales;f__Gemellaceae;g__"	2.39279858648394e-05	48	NA	0.989217211606749	0.989217211606749	FALSE
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Gemellales;f__Gemellaceae;g__Gemella"	8.89674932302416e-06	28	NA	0.498673153242565	0.498673153242565	FALSE
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;__;__"	0.000270435581109632	85	NA	0.654025122092742	0.654025122092742	FALSE
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__;g__"	1.83781425347475e-05	2	NA	0.572954341826041	0.572954341826041	FALSE
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;__"	2.29720265024349e-06	3	NA	0.605364056955314	0.605364056955314	FALSE
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__"	6.03279756723781e-06	7	NA	0.712335303994509	0.712335303994509	FALSE
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Abiotrophia"	7.5569807251716e-05	28	NA	0.765745956407583	0.765745956407583	FALSE
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Aerococcus"	0.000841913341052167	296	NA	0.95229872918811	0.95229872918811	FALSE
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Alkalibacterium"	3.61154592223201e-05	1	NA	NA	NA	FALSE
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Alloiococcus"	9.79704872081716e-05	50	NA	0.990832026866212	0.990832026866212	FALSE
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Facklamia"	8.52462824328282e-05	31	NA	0.957513520817381	0.957513520817381	FALSE
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;__"	0.00026403379722671	87	NA	0.900654342627546	0.900654342627546	FALSE
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Carnobacterium"	3.33611869277527e-05	9	NA	0.754466035457225	0.754466035457225	FALSE
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Desemzia"	1.35730441514839e-06	1	NA	NA	NA	FALSE
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Granulicatella"	0.000994861561254788	110	NA	0.96399744406299	0.96399744406299	FALSE
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Trichococcus"	1.06636577410634e-06	2	NA	0.572954341826041	0.572954341826041	FALSE
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;__"	0.000338998913493581	33	NA	0.595309189446656	0.595309189446656	FALSE
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus"	0.0190666454212523	567	NA	0.999957471139043	0.999957471139043	FALSE
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Tetragenococcus"	0.00318259468335595	841	NA	0.999852914507003	0.999852914507003	FALSE
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Vagococcus"	0.000118446065422085	62	NA	0.25652140452478	0.25652140452478	FALSE
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;__"	0.000659897386964342	68	NA	0.264920339109123	0.264920339109123	FALSE
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus"	0.0041829289047216	495	NA	0.99965992410915	0.99965992410915	FALSE
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Pediococcus"	4.00510845939728e-06	7	NA	0.712335303994509	0.712335303994509	FALSE
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Leuconostocaceae;__"	4.16025626257245e-05	22	NA	0.368056004659628	0.368056004659628	FALSE
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Leuconostocaceae;g__"	8.74332894365459e-07	2	NA	0.572954341826041	0.572954341826041	FALSE
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Leuconostocaceae;g__Fructobacillus"	2.3916446326093e-07	2	NA	0.572954341826041	0.572954341826041	FALSE
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Leuconostocaceae;g__Leuconostoc"	0.00101242429280015	125	NA	0.496650039048631	0.496650039048631	FALSE
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Leuconostocaceae;g__Oenococcus"	3.37643794705605e-05	2	NA	0.572954341826041	0.572954341826041	FALSE
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Leuconostocaceae;g__Weissella"	2.13988391720951e-05	23	NA	0.390659040996844	0.390659040996844	FALSE
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__"	1.56872204588351e-05	9	NA	0.754466035457225	0.754466035457225	FALSE
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus"	0.00039026734333174	147	NA	0.703532438831261	0.703532438831261	FALSE
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus"	0.166557188671679	1600	NA	1	1	FALSE
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Turicibacterales;f__Turicibacteraceae;g__Turicibacter"	5.37008626634788e-05	18	NA	0.0964238928251658	0.0964238928251658	TRUE
"k__Bacteria;p__Firmicutes;c__Clostridia;__;__;__"	1.25726504878103e-06	3	NA	0.605364056955314	0.605364056955314	FALSE
"k__Bacteria;p__Firmicutes;c__Clostridia;o__;f__;g__"	2.28349281053393e-06	2	NA	0.0758082497212933	0.0758082497212933	TRUE
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;__;__"	0.00213805505252924	326	NA	0.952399097427425	0.952399097427425	FALSE
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__"	0.00247640603611405	346	NA	0.992360347727011	0.992360347727011	FALSE
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Caldicoprobacteraceae;g__Caldicoprobacter"	1.17219584551727e-06	1	NA	NA	NA	FALSE
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Christensenellaceae;g__"	0.000101829641474977	40	NA	0.129169196406503	0.129169196406503	FALSE
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Christensenellaceae;g__Christensenella"	3.78479499641013e-07	4	NA	0.635330828733136	0.635330828733136	FALSE
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;__"	2.50218755121229e-05	18	NA	0.879876296201914	0.879876296201914	FALSE
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__"	5.28954503094074e-05	20	NA	0.897574003660353	0.897574003660353	FALSE
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Caloramator"	1.47234396629539e-06	4	NA	0.635330828733136	0.635330828733136	FALSE
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Candidatus Arthromitus"	5.86020340004691e-05	18	NA	0.580555257304671	0.580555257304671	FALSE
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium"	0.0132001812174981	746	NA	0.999999999642607	0.999999999642607	FALSE
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__SMB53"	6.88875272642852e-06	11	NA	0.790465100171098	0.790465100171098	FALSE
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Sarcina"	1.32068663445825e-06	3	NA	0.605364056955314	0.605364056955314	FALSE
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Thermoanaerobacterium"	0.00018781402313623	93	NA	0.279843761746528	0.279843761746528	FALSE
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Dehalobacteriaceae;g__"	4.66806465867064e-08	1	NA	NA	NA	FALSE
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Dehalobacteriaceae;g__Dehalobacterium"	2.95612853509549e-05	11	NA	0.790465100171098	0.790465100171098	FALSE
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Garciella"	7.21498130954428e-08	2	NA	0.572954341826041	0.572954341826041	FALSE
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;__"	0.00237478852731091	408	NA	0.995915271569471	0.995915271569471	FALSE
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__"	0.00129290049091324	300	NA	0.992820732629966	0.992820732629966	FALSE
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Anaerostipes"	0.000225074251510049	69	NA	0.500000000000001	0.500000000000001	FALSE
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia"	0.00133027036972328	216	NA	0.984549144546693	0.984549144546693	FALSE
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Butyrivibrio"	0.0001011137160191	32	NA	0.816703255437889	0.816703255437889	FALSE
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Catonella"	2.12330181095756e-05	11	NA	0.790465100171098	0.790465100171098	FALSE
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Clostridium"	0.000484761450883084	125	NA	0.75561963746059	0.75561963746059	FALSE
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus"	0.000697143545675774	177	NA	0.929359692658899	0.929359692658899	FALSE
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Defluviitalea"	1.31010123910754e-06	1	NA	NA	NA	FALSE
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Dorea"	0.000337435871790398	80	NA	0.500000000000002	0.500000000000002	FALSE
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Hespellia"	4.2429198926117e-06	1	NA	NA	NA	FALSE
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Johnsonella"	1.09253939806323e-06	1	NA	NA	NA	FALSE
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoanaerobaculum"	6.05816413238906e-05	32	NA	0.816703255437889	0.816703255437889	FALSE
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnobacterium"	3.98883861299848e-05	21	NA	0.645954786045818	0.645954786045818	FALSE
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnospira"	0.000240360327567905	70	NA	0.291252687686634	0.291252687686634	FALSE
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Moryella"	6.35554283526176e-05	24	NA	0.702566026033724	0.702566026033724	FALSE
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Oribacterium"	5.1324011353102e-05	18	NA	0.276127141434331	0.276127141434331	FALSE
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Roseburia"	0.00101586232141885	262	NA	0.99097413481661	0.99097413481661	FALSE
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Ruminococcus"	1.76595176821587e-05	18	NA	0.580555257304671	0.580555257304671	FALSE
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Shuttleworthia"	6.0220999144433e-07	4	NA	0.635330828733136	0.635330828733136	FALSE
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__[Ruminococcus]"	0.000258874273341815	87	NA	0.807864132859756	0.807864132859756	FALSE
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae;g__"	5.9616866558428e-06	5	NA	0.663037536717657	0.663037536717657	FALSE
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae;g__Desulfotomaculum"	2.49484813258716e-06	4	NA	0.635330828733136	0.635330828733136	FALSE
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae;g__Peptococcus"	2.74396010603632e-06	7	NA	0.712335303994509	0.712335303994509	FALSE
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae;g__Sporotomaculum"	1.04749919126516e-08	1	NA	NA	NA	FALSE
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae;g__rc4-4"	0.000122076737083343	41	NA	0.495319252139845	0.495319252139845	FALSE
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;__"	0.0015498938928488	161	NA	0.70268422795125	0.70268422795125	FALSE
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__"	2.84075513976414e-05	21	NA	0.139128301354327	0.139128301354327	FALSE
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Clostridium"	9.42178037504268e-08	4	NA	0.635330828733136	0.635330828733136	FALSE
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Filifactor"	8.51237816424946e-08	2	NA	0.572954341826041	0.572954341826041	FALSE
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Peptostreptococcus"	0.000104469617682051	73	NA	0.914614893943608	0.914614893943608	FALSE
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__[Clostridium]"	0.00218660492413287	132	NA	0.804108040776062	0.804108040776062	FALSE
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;__"	0.000298117142395062	93	NA	0.279843761746528	0.279843761746528	FALSE
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__"	0.00061596489499756	162	NA	0.880335864950433	0.880335864950433	FALSE
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Anaerofilum"	6.88568729677109e-08	1	NA	NA	NA	FALSE
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Butyricicoccus"	2.91886970357513e-06	10	NA	0.773173385136674	0.773173385136674	FALSE
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Clostridium"	5.92130368356715e-05	30	NA	0.013916344237331	0.013916344237331	TRUE
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ethanoligenens"	1.22369812991822e-05	10	NA	0.773173385136674	0.773173385136674	FALSE
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium"	0.00115367855680637	212	NA	0.938150834875281	0.938150834875281	FALSE
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Gemmiger"	6.02029583465787e-05	34	NA	0.838215587829565	0.838215587829565	FALSE
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Oscillospira"	0.00104840709258728	202	NA	0.972732388495586	0.972732388495586	FALSE
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus"	0.00212820505651979	335	NA	0.999674533125481	0.999674533125481	FALSE
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Subdoligranulum"	1.20499527693494e-07	1	NA	NA	NA	FALSE
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__"	2.07417178990044e-05	11	NA	0.390721334963533	0.390721334963533	FALSE
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Acidaminococcus"	3.52759612981322e-06	5	NA	0.663037536717657	0.663037536717657	FALSE
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Dialister"	0.000234832473097637	114	NA	0.96996099150977	0.96996099150977	FALSE
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Megamonas"	9.36656962860019e-05	26	NA	0.936574143854769	0.936574143854769	FALSE
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Megasphaera"	0.000231935495952752	58	NA	0.966876321197879	0.966876321197879	FALSE
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Mitsuokella"	6.03918055504466e-07	2	NA	0.572954341826041	0.572954341826041	FALSE
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Phascolarctobacterium"	9.82054411710782e-05	45	NA	0.986251342917723	0.986251342917723	FALSE
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Schwartzia"	8.72949091608666e-06	3	NA	0.113498968522808	0.113498968522808	FALSE
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Selenomonas"	2.84356191763823e-05	23	NA	0.919382374059646	0.919382374059646	FALSE
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Sporomusa"	1.3251090076017e-05	7	NA	0.258897732324836	0.258897732324836	FALSE
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Succiniclasticum"	3.46404280415697e-06	3	NA	0.605364056955314	0.605364056955314	FALSE
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Thermosinus"	1.30243293794958e-05	3	NA	0.113498968522808	0.113498968522808	FALSE
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Veillonella"	0.0136838821082503	993	NA	1	1	FALSE
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__vadinHB04"	4.27510815069182e-07	3	NA	0.605364056955314	0.605364056955314	FALSE
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Acidaminobacteraceae];g__"	1.1196141743871e-07	1	NA	NA	NA	FALSE
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Acidaminobacteraceae];g__Fusibacter"	6.64188552609339e-09	1	NA	NA	NA	FALSE
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Mogibacteriaceae];g__"	6.82868631660935e-05	43	NA	0.748151243842432	0.748151243842432	FALSE
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Mogibacteriaceae];g__Anaerovorax"	3.98299085673842e-08	2	NA	0.572954341826041	0.572954341826041	FALSE
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Mogibacteriaceae];g__Mogibacterium"	1.85295952923379e-05	12	NA	0.806447571498485	0.806447571498485	FALSE
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Tissierellaceae];__"	4.59311374789649e-06	4	NA	0.150794570354987	0.150794570354987	FALSE
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Tissierellaceae];g__"	0.000127226398598049	54	NA	0.493036988434958	0.493036988434958	FALSE
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Tissierellaceae];g__1-68"	0.000100061786603785	50	NA	0.942918113825799	0.942918113825799	FALSE
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Tissierellaceae];g__Anaerococcus"	0.00823379001374081	615	NA	0.999999992457697	0.999999992457697	FALSE
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Tissierellaceae];g__Finegoldia"	0.00168634324136202	348	NA	0.999989742620653	0.999989742620653	FALSE
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Tissierellaceae];g__GW-34"	1.20069509330492e-05	1	NA	NA	NA	FALSE
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Tissierellaceae];g__Gallicola"	1.89396458066923e-05	19	NA	0.109951912445543	0.109951912445543	FALSE
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Tissierellaceae];g__Helcococcus"	0.000167385904713448	68	NA	0.435982517354964	0.435982517354964	FALSE
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Tissierellaceae];g__Parvimonas"	2.90735532047013e-05	21	NA	0.905426278464294	0.905426278464294	FALSE
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Tissierellaceae];g__Peptoniphilus"	0.00204112008937961	257	NA	0.9944836178864	0.9944836178864	FALSE
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Tissierellaceae];g__Tepidimicrobium"	9.59291386405962e-05	44	NA	0.334128778945858	0.334128778945858	FALSE
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Tissierellaceae];g__WAL_1855D"	9.78190182082915e-05	58	NA	0.741855967014288	0.741855967014288	FALSE
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Tissierellaceae];g__ph2"	3.33390459039852e-05	17	NA	0.869920888696405	0.869920888696405	FALSE
